title,description,unit_type,rental_mode,price,room_price,bed_price,city,district,address,distance_to_university,nearby_universities,num_rooms,num_beds,num_bathrooms,gender_preference,has_internet,has_water,has_electricity,has_gas,has_ac,min_stay_months,max_stay_months,status,landlord_username
Shared Room at The Stadium,"Rent billed monthly. Nearby: Pharmacy, Bakery, Hospital / Medical Center, Mosque, Supermarket / Grocery, Church. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,4400,,Ismailia,The Stadium,"Reda St, 3emara 45 - Odam Bawabet El Nadi El Ismaeili",3.22 km,Suez Canal University,1,3,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Shared Room at El Eshreeni,"Rent billed monthly. Nearby: Public Transport Station, Church, Gym, Mosque, Hospital / Medical Center, Restaurants & Cafes. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,4850,,Ismailia,El Eshreeni,"3emara 18, El Mansoura St - Ganb El Gam3eya El Khayrya",1.3 km,Suez Canal University,1,3,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Studio at El Thalatini,"Rent billed monthly. Nearby: Bakery, ATM, Mosque, Gym, Pharmacy, Church. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,2950,,,Ismailia,El Thalatini,"El Bahari St, 3emara 12 - Ganb El Kenisa",4.67 km,Suez Canal University,1,1,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Apartment at The Stadium,"Rent billed monthly. Nearby: Mosque, Bakery, ATM, Supermarket / Grocery, Dry Clean / Laundry, Gym. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 2 (Double): Wardrobe, Fan, Window / View, Mirror | Room 3 (Single): Private Bath, Mirror, Desk, Window / View | Room 4 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,6100,,,Ismailia,The Stadium,El Madares St - Ganb Madraset Taffiti,4.2 km,Suez Canal University,4,6,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed semester. Nearby: Church, Mosque, Restaurants & Cafes, ATM, Gym, Pharmacy. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Single): Private Bath, Mirror, Desk, Window / View | Room 3 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,28300,,,Ismailia,El Khamssa,"El Technology St, 3emara 15 - Wara El Ma3had El Fanni",2.26 km,Suez Canal University,3,4,1,any,True,False,True,True,False,4,,available,imported_ismailia_listings
Studio at Hay El Salam,"Rent billed monthly. Nearby: Pharmacy, Supermarket / Grocery, Restaurants & Cafes, Public Transport Station, ATM, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV",apartment,whole_apartment,4500,,,Ismailia,Hay El Salam,El Daqahlia St x Tanta St - 3emara 15,3.85 km,Suez Canal University,1,2,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Shared Room at Sheikh Zayed,"Rent billed monthly. Nearby: Mosque, Gym, Supermarket / Grocery, Public Transport Station, Hospital / Medical Center, Restaurants & Cafes. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",room,,,4250,,Ismailia,Sheikh Zayed,"El Qamash St, 3emara 9 - Wara El Share3 El Tegari",3.32 km,Suez Canal University,1,3,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed monthly. Nearby: Public Transport Station, Supermarket / Grocery, Hospital / Medical Center, Church, Pharmacy, Mosque. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 2 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,7250,,,Ismailia,El Khamssa,El Komsiuon El Tebbi St - Borj El Ataba - Floor 3,1.44 km,Suez Canal University,3,5,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Shared Room at Sheikh Zayed,"Rent billed monthly. Nearby: Supermarket / Grocery, Pharmacy, ATM, Hospital / Medical Center, Restaurants & Cafes, Public Transport Station. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",room,,,3850,,Ismailia,Sheikh Zayed,"El Qamash St, 3emara 9 - Wara El Share3 El Tegari",4.48 km,Suez Canal University,1,3,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at Hay El Salam,"Rent billed monthly. Nearby: ATM, Dry Clean / Laundry, Bakery, Gym, Public Transport Station, Mosque. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 2 (Single): Private Bath, Mirror, Desk, Window / View | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 4 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,4500,,,Ismailia,Hay El Salam,"3emara 242, El Bahary St - Ganb El Kenisa",3.32 km,Suez Canal University,4,4,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at The Stadium,"Rent billed monthly. Nearby: Restaurants & Cafes, Dry Clean / Laundry, Public Transport Station, Bakery, Mosque, Pharmacy. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,5150,,,Ismailia,The Stadium,"El Madares St, Al-Nour Tower - Ganb Madraset El Loghat",3.48 km,Suez Canal University,3,4,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Studio at Fox,"Rent billed monthly. Nearby: Mosque, ATM, Restaurants & Cafes, Gym, Public Transport Station, Supermarket / Grocery. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,3600,,,Ismailia,Fox,"3emara 12, Fox St",3.69 km,Suez Canal University,1,2,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: Pharmacy, ATM, Gym, Bakery, Restaurants & Cafes, Supermarket / Grocery. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror | Room 2 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 3 (Single): Private Bath, Mirror, Desk, Window / View | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,5900,,,Ismailia,El Thalatini,"El Bahari St, 3emara 12 - Ganb El Kenisa",5.15 km,Suez Canal University,4,5,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Shared Room at Hay El Salam,"Rent billed semester. Nearby: Hospital / Medical Center, ATM, Public Transport Station, Mosque, Gym, Dry Clean / Laundry. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",room,,,19450,,Ismailia,Hay El Salam,"3emara 110, Tanta St",3.48 km,Suez Canal University,1,3,1,any,True,True,False,True,True,4,,available,imported_ismailia_listings
Shared Room at Fox,"Rent billed monthly. Nearby: Bakery, Pharmacy, Church, Public Transport Station, ATM, Restaurants & Cafes. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",room,,,4400,,Ismailia,Fox,"El Abraj St, Tower 3 - Ganb El Markaz El Tebbi",4.24 km,Suez Canal University,1,3,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at Old University,"Rent billed semester. Nearby: Supermarket / Grocery, Dry Clean / Laundry, Mosque, Bakery, Church, Gym. Room breakdown — Room 1 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 2 (Single): Mini Fridge, Private TV, Wardrobe, Desk | Room 3 (Single): Mini Fridge, Private TV, Wardrobe, Desk | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,22950,,,Ismailia,Old University,"3emara 20, 1 St - Ganb Kobri El Gam3a",6.14 km,Suez Canal University,4,4,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Apartment at Sheikh Zayed,"Rent billed semester. Nearby: Public Transport Station, Supermarket / Grocery, Church, Gym, Mosque, Pharmacy. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Triple): Study Desk & Chair, Mini Fridge, AC, Mirror, Private TV",apartment,whole_apartment,31000,,,Ismailia,Sheikh Zayed,"El Qamash St, 3emara 9 - Wara El Share3 El Tegari",4.95 km,Suez Canal University,2,6,1,any,True,False,True,True,False,4,,available,imported_ismailia_listings
Apartment at El Mamar,"Rent billed semester. Nearby: Restaurants & Cafes, Mosque, ATM, Public Transport Station, Church, Dry Clean / Laundry. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk | Room 2 (Double): Balcony, Private Bath, Mirror, Private TV",apartment,whole_apartment,31050,,,Ismailia,El Mamar,"El Sultan Hussein St, 3emara 12 - Fo2 Saydaleyet Orabi",4.88 km,Suez Canal University,2,5,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Apartment at Shebin,"Rent billed monthly. Nearby: Dry Clean / Laundry, Public Transport Station, Supermarket / Grocery, ATM, Church, Mosque. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Double): Private Bath, Balcony, Fan, Mirror | Room 3 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 4 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,7650,,,Ismailia,Shebin,"El Safwa Tower, Shebin St - Odam Magma3 El Ma7akem",2.21 km,Suez Canal University,4,6,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Studio at Hay El Salam,"Rent billed monthly. Nearby: Supermarket / Grocery, Public Transport Station, Bakery, Dry Clean / Laundry, Restaurants & Cafes, ATM. Room breakdown — Room 1 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,3150,,,Ismailia,Hay El Salam,"3emara 88, Hay El Salam - Ganb Gam3 El Fath",3.31 km,Suez Canal University,1,1,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed monthly. Nearby: ATM, Bakery, Gym, Hospital / Medical Center, Supermarket / Grocery, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Double): Balcony, Private Bath, Mirror, Private TV | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 4 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,7150,,,Ismailia,El Khamssa,El Komsiuon El Tebbi St - Borj El Ataba - Floor 3,2.22 km,Suez Canal University,4,6,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Shared Room at Arishiyat Misr,"Rent billed monthly. Nearby: Mosque, Pharmacy, Bakery, Hospital / Medical Center, ATM, Public Transport Station. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,3900,,Ismailia,Arishiyat Misr,"Portsaid St, 3emara 80 - Odam Gam3 Abu Bakr El Seddik",5.88 km,Suez Canal University,1,3,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at Sheikh Zayed,"Rent billed monthly. Nearby: Restaurants & Cafes, ATM, Hospital / Medical Center, Mosque, Bakery, Public Transport Station. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror | Room 2 (Single): Mini Fridge, Private TV, Wardrobe, Desk | Room 3 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,5100,,,Ismailia,Sheikh Zayed,"3emara 25, El Share3 El Tegari - Odam El Bosta",3.83 km,Suez Canal University,3,4,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Studio at Sheikh Zayed,"Rent billed monthly. Nearby: ATM, Pharmacy, Public Transport Station, Bakery, Hospital / Medical Center, Gym. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,3350,,,Ismailia,Sheikh Zayed,"El Qamash St, 3emara 9 - Wara El Share3 El Tegari",4.14 km,Suez Canal University,1,2,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Studio at El Thalatini,"Rent billed monthly. Nearby: Restaurants & Cafes, Pharmacy, Bakery, Gym, Public Transport Station, ATM. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,4600,,,Ismailia,El Thalatini,El Thalatini x Tanta St - Odam El Halawanya,4.81 km,Suez Canal University,1,2,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: Dry Clean / Laundry, Pharmacy, Supermarket / Grocery, Gym, Church, Mosque. Room breakdown — Room 1 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 2 (Single): AC, Wardrobe, Mirror, Window / View | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 4 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,5000,,,Ismailia,El Thalatini,"Maydan El Ferdaws, 3emara 1 - Fo2 Saydaleyet Shady",4.74 km,Suez Canal University,4,4,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Mamar,"Rent billed monthly. Nearby: Bakery, Mosque, Church, ATM, Public Transport Station, Pharmacy. Room breakdown — Room 1 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 2 (Single): Private Bath, Mirror, Desk, Window / View | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk | Room 4 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,4650,,,Ismailia,El Mamar,"El Sultan Hussein St, 3emara 12 - Fo2 Saydaleyet Orabi",4.86 km,Suez Canal University,4,4,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at Old University,"Rent billed monthly. Nearby: Church, Hospital / Medical Center, ATM, Supermarket / Grocery, Public Transport Station, Mosque. Room breakdown — Room 1 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 2 (Single): Private Bath, Mirror, Desk, Window / View | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk | Room 4 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,4650,,,Ismailia,Old University,"Mohamed Ali St, 3emara 10 - Odam Vila El Mohafiz",5.96 km,Suez Canal University,4,4,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Eshreeni,"Rent billed semester. Nearby: ATM, Mosque, Gym, Supermarket / Grocery, Public Transport Station, Restaurants & Cafes. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",apartment,whole_apartment,41700,,,Ismailia,El Eshreeni,"Al-Amal Bldg, El Eshreeni St - Ganb El Bosta",1.17 km,Suez Canal University,2,6,1,any,True,True,False,True,False,4,,available,imported_ismailia_listings
Apartment at Sheikh Zayed,"Rent billed monthly. Nearby: Gym, Public Transport Station, Dry Clean / Laundry, Hospital / Medical Center, ATM, Church. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",apartment,whole_apartment,5400,,,Ismailia,Sheikh Zayed,"El Qamash St, 3emara 9 - Wara El Share3 El Tegari",4.46 km,Suez Canal University,2,6,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at Shebin,"Rent billed semester. Nearby: Restaurants & Cafes, Hospital / Medical Center, Pharmacy, Supermarket / Grocery, Mosque, Bakery. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,34750,,,Ismailia,Shebin,"3emara 25, Shebin St - Ganb Genenet El Ghabah",2.0 km,Suez Canal University,2,4,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Apartment at The Stadium,"Rent billed monthly. Nearby: Gym, ATM, Bakery, Public Transport Station, Pharmacy, Supermarket / Grocery. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 3 (Single): Mini Fridge, Private TV, Wardrobe, Desk | Room 4 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,5950,,,Ismailia,The Stadium,"3emara 30, El Estad - Wara El Nadi El Egtema3i",4.16 km,Suez Canal University,4,5,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at Ard El Gami'at,"Rent billed monthly. Nearby: Restaurants & Cafes, Pharmacy, Bakery, Public Transport Station, Hospital / Medical Center, ATM. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 2 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk | Room 4 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,5200,,,Ismailia,Ard El Gami'at,"El Mostashfa El Takhasosi St, El Rawda Tower - Ganb El Saydaleya",5.6 km,Suez Canal University,4,5,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Shared Room at El Eshreeni,"Rent billed monthly. Nearby: Supermarket / Grocery, Mosque, Gym, Hospital / Medical Center, Public Transport Station, Church. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,5800,,Ismailia,El Eshreeni,El Eshreeni St x Hoda Shaarawy - Odam Kheir Zaman,1.44 km,Suez Canal University,1,3,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at El Eshreeni,"Rent billed monthly. Nearby: Pharmacy, Dry Clean / Laundry, Mosque, Restaurants & Cafes, Gym, Bakery. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board | Room 2 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",apartment,whole_apartment,7550,,,Ismailia,El Eshreeni,"3emara 5, El Eshreeni St - Ganb Gam3 El Saleheen",1.17 km,Suez Canal University,2,6,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Shared Room at El Mamar,"Rent billed monthly. Nearby: Public Transport Station, Bakery, Pharmacy, Dry Clean / Laundry, Church, Mosque. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",room,,,4100,,Ismailia,El Mamar,"3emara 5, El Mamar St - Ganb El Bank El Ahli",4.81 km,Suez Canal University,1,3,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at El Sabe'a,"Rent billed monthly. Nearby: Dry Clean / Laundry, Pharmacy, Supermarket / Grocery, Gym, Church, Mosque. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,5300,,,Ismailia,El Sabe'a,"El Niqabat St, 3emara 8 - Wara Magma3 El Ma7akem",1.02 km,Suez Canal University,2,4,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: Restaurants & Cafes, ATM, Hospital / Medical Center, Bakery, Public Transport Station, Gym. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror",apartment,whole_apartment,3050,,,Ismailia,Ard El Gami'at,"3emara 44, Ard El Gami'at",5.72 km,Suez Canal University,1,2,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed monthly. Nearby: Hospital / Medical Center, Supermarket / Grocery, Bakery, Pharmacy, Restaurants & Cafes, Church. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,5950,,,Ismailia,El Khamssa,"3emara 22, El 500 Wahda",1.34 km,Suez Canal University,2,4,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Studio at Shebin,"Rent billed monthly. Nearby: ATM, Public Transport Station, Gym, Hospital / Medical Center, Mosque, Bakery. Room breakdown — Room 1 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,4250,,,Ismailia,Shebin,"3emara 14, Shebin St - Wara Madraset El Technology",1.9 km,Suez Canal University,1,1,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Studio at Fox,"Rent billed monthly. Nearby: Pharmacy, ATM, Supermarket / Grocery, Dry Clean / Laundry, Gym, Church. Room breakdown — Room 1 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,3600,,,Ismailia,Fox,"El Abraj St, 3emara 5 - El Dor El Ardi",3.7 km,Suez Canal University,1,1,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at Fox,"Rent billed semester. Nearby: Mosque, ATM, Bakery, Public Transport Station, Gym, Supermarket / Grocery. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Single): Private Bath, Mirror, Desk, Window / View | Room 3 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 4 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,28400,,,Ismailia,Fox,"3emara 9, Fox St - Odam El Saydaleya",3.67 km,Suez Canal University,4,5,1,any,True,True,False,True,True,4,,available,imported_ismailia_listings
Studio at El Sabe'a,"Rent billed monthly. Nearby: Gym, Bakery, Dry Clean / Laundry, Mosque, ATM, Pharmacy. Room breakdown — Room 1 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,4000,,,Ismailia,El Sabe'a,"El Raqaba El Edaria St, 3emara 4 - Odam El Raqaba",1.45 km,Suez Canal University,1,1,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at Hay El Salam,"Rent billed monthly. Nearby: Public Transport Station, Restaurants & Cafes, Gym, Pharmacy, Mosque, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 3 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,5400,,,Ismailia,Hay El Salam,"3emara 88, Hay El Salam - Ganb Gam3 El Fath",3.49 km,Suez Canal University,3,5,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Studio at Arishiyat Misr,"Rent billed monthly. Nearby: Gym, Hospital / Medical Center, Bakery, Pharmacy, Supermarket / Grocery, Dry Clean / Laundry. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,3400,,,Ismailia,Arishiyat Misr,"Harat El Meliqy, Men Sekka Hadid St - Beit No. 4",5.77 km,Suez Canal University,1,2,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Studio at The Stadium,"Rent billed semester. Nearby: Mosque, Gym, Supermarket / Grocery, Public Transport Station, Hospital / Medical Center, Bakery. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe",apartment,whole_apartment,20750,,,Ismailia,The Stadium,El Madares St - Ganb Madraset Taffiti,4.17 km,Suez Canal University,1,2,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Studio at Shebin,"Rent billed monthly. Nearby: Mosque, Pharmacy, ATM, Restaurants & Cafes, Bakery, Supermarket / Grocery. Room breakdown — Room 1 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,3500,,,Ismailia,Shebin,El Salam Tower - Nassyet Shebin,1.26 km,Suez Canal University,1,1,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at Shebin,"Rent billed semester. Nearby: Pharmacy, Public Transport Station, Mosque, Church, Hospital / Medical Center, Restaurants & Cafes. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 2 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 3 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,34100,,,Ismailia,Shebin,"3emara 40, Ibrahim Salama St",1.87 km,Suez Canal University,3,4,1,any,True,True,False,True,True,4,,available,imported_ismailia_listings
Studio at Arishiyat Misr,"Rent billed monthly. Nearby: Bakery, Mosque, Pharmacy, Public Transport Station, ATM, Church. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,3300,,,Ismailia,Arishiyat Misr,"3emara 25, Portsaid St - Ganb Mezla2an El Atr",5.75 km,Suez Canal University,1,2,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Studio at El Thalatini,"Rent billed semester. Nearby: Bakery, Hospital / Medical Center, Church, ATM, Mosque, Restaurants & Cafes. Room breakdown — Room 1 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,14750,,,Ismailia,El Thalatini,"3emara 90, El Thalatini St - Ganb Maw2af El Ferdaws",4.83 km,Suez Canal University,1,1,1,any,True,True,False,True,False,4,,available,imported_ismailia_listings
Studio at Arishiyat Misr,"Rent billed monthly. Nearby: Public Transport Station, Mosque, Gym, Pharmacy, Restaurants & Cafes, ATM. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,4000,,,Ismailia,Arishiyat Misr,"3emara 40, Arishiyat Misr - Ganb El Madrasa El Ebteda2i",5.9 km,Suez Canal University,1,2,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed monthly. Nearby: Dry Clean / Laundry, Public Transport Station, Gym, Church, Mosque, Bakery. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror | Room 2 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 3 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,7650,,,Ismailia,El Khamssa,"El 500 Wahda, 3emara 12 - Odam Saydaleyet El Salam",1.43 km,Suez Canal University,3,5,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Eshreeni,"Rent billed monthly. Nearby: Bakery, Mosque, ATM, Dry Clean / Laundry, Gym, Hospital / Medical Center. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 2 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk | Room 4 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,8450,,,Ismailia,El Eshreeni,"3emara 18, El Mansoura St - Ganb El Gam3eya El Khayrya",1.42 km,Suez Canal University,4,6,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Studio at El Sabe'a,"Rent billed monthly. Nearby: ATM, Supermarket / Grocery, Restaurants & Cafes, Church, Dry Clean / Laundry, Hospital / Medical Center. Room breakdown — Room 1 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,3300,,,Ismailia,El Sabe'a,"3emara 55, El Me3maria St - Ganb Nadi El Kahraba",1.03 km,Suez Canal University,1,1,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: Church, Public Transport Station, Supermarket / Grocery, Pharmacy, Mosque, Bakery. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,3050,,,Ismailia,Ard El Gami'at,"3emara 3, Ard El Gami'at - Ganb Sakan El Talebat",5.39 km,Suez Canal University,1,2,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
